id,title,newspaper,date_iso,publication_place,mediestream_link,search_query,relevance,manual_stance,api_segments,pwa,cer,sentida_text_status,sentida_score.y,sentida_subset,word_count,notes_text_extraction,article_text_clean,article_text_raw
CR001,Kiøbenhavnsposten,Kiøbenhavnsposten,1851-03-26,København,http://hdl.handle.net/109.3.1/uuid:47f3c6d6-ffab-4ae3-8ab1-9a549cbfd50d,"""Clara Raphael"" AND (frihed OR emancipation) iso_date:[1850-01-01 TO 1855-12-31]",high,supportive,1,54,0.46,include,0.3046296296296298,core,374,Relevant passage clearly identifiable; begins with notice of Sibylla/Gjensvar and discusses the Clara Raphael debate.,"Paa Boghandler Eibes Forlag er udkommet: „En Brevveksling om Qvindens Stilling i Samfundet"", eller nærmere betegnet: „Sibyllas Gjensvar paa Brevet i Nord og Syd Nr. 5."" Det er atter et lille Indlæg i den store Sag om „Damernes Emancipation"", der blev bragt paa Bane ved de geniale Breve fra Clara Raphael, og senere har sat saamange Penne og Følelser i Bevægelse. For Nogle synes det at være som om et ganske nyt, uendelig stort Terrain, en ny Verden paa Tankernes og Følelsernes Gebet var bleven opdaget, og som nu Ideerne maatte kappes om at kolonisere; for Andre er det som om en stor uhørt Sammensværgelse var i Gjære, hvis Udbrud vilde omstyrte den sociale Orden, navnlig ved de unge „Damers"" absolute Vægring ved at indgaae Ægteskab. Hvor skrækkelig vilde ikke denne Udsigt være bleven, dersom ikke heldigvis saa mange grundige moralske, æsthetiske, religiøse og sociale Betragtninger allerede vare blevne fremførte til dens Forebyggelse; og da det aabenbart gjaldt at redde Samfundet, lod man det ikke beroe ved Betragtninger og Gjendrivelser af de slemme Grundsætninger, Forfatterinden til Clara Raphael havde udbredt, men man angreb i den gode Sags Interesse hende selv. I den Henseende har Udgiveren af „Nord og Syd"" vistnok som altid været heldigst og omtalt „Clara Raphael"" paa en Maade, der sikkrest maatte indtage de unge saavelsom de ældre „Damer"" imod hende og saaledes bedst tilintetgjøre de skadelige Virkninger og hiin frygtelige Udsigt. Det er nu nærmest til Forsvar, dog ikke for Clara Raphael, men for den i „Nord og Syd"" bekæmpede Berettigelse af en friere Stilling for Qvinden i Samfundslivet, at bemeldte lille Piece har forøget Antallet af de allerede i den Anledning udkomne Smaaskrifter. Dog er der en væsenlig Fejltagelse, naar Forfatteren eller Forfatterinden antager at have skrevet om „Qvindens"" Stilling; der er endnu bestandig kun „Damen"", den unge Dame, der har staaet ham eller hende for Øie, ligesom hos alle de andre Forfattere og Forfatterinder i denne interessante Strid. Derved er hele Sagens indbildte Storhed bleven meget ringe for Virkeligheden. Damernes Emancipation vil altid væsentlig blive en Convenients-, en Modesag; Qvindens Emancipation derimod en integrerende Deel af den hele Civilisationsproces, som ikke kan afsondres og behandles for sig selv, men som nok vil finde sin Fremgang og Udvikling med denne.","— Paa Boghandler Eibes Forlag er udkommet: „En Brev« verling om Qvindens Stilling i Samfundet"", eller nærmere betegnet: „Sibyllas Gjensvar paa Brevet i Nord og S»d Rr. 5."" Det er atter el lille Indlæg i den store Sag om „Damernes Emancipation"", der blev bragt paa Bane ved de geniale Breve fra Clara Raphael, og senere har sat saamange Penne og Folelser i Bevægelse. For Nogle synes det al være som om et qanstc nyt, uendelig stort Terrain, en nv Verden paa Tankernes og Folelsernes Gebet var bleven opdaget , og som nu Ideerne maatte kappes om at kolonisere ; for Andre er det som om en stor uhort Sammensværgelse var igjære, hvis Udbrud vilde omstvrte den sociale Orden, navnlig ved de unge „Damers"" absolute Vægring ved al indgaae LEgte- stab. Hvor skrækkelig vilde ikke denne Udsigt være bleven, dersom ikke heldigviis saa mange grundige moralfle, æsthetiste, religiose og sociale Betragtninger allerede vare blevne sremserle til dens Fore- byggelse; og da del aabenbarl gjaldt ar redde Samfundet, lod man det ikke beroe ved Betragtninger og Gjendrivelser af de stemme Grundsætninger, Forfatterinden til Clara Raphael havde udbredt, men man angreb i den gode SagS Interesse hende selv; i den Henseende har Udg. af „Nord og Syd"" vistnok som altid vcrret heldigst og omtalt »Clara Raphael"" paa en Maade, der sikkrest maatte indlage de unge saavelsom de ældre „Damer"" imod hende og saaleves bedst tilintetgjort de skadelige Virkninger og hiin frvgre« lige Udsigt. Det er nu nærmest til Forsvar, — dog ikke for Clara Raphael — men for den i „Nord og Syd"" bekæmpede Bc- retligelse as en friere Stilling for Qvinden i Samfundslivet, al bemeldte lille Piecc har foreget Antallet af de allerede i den An- ledning udkomne Smaastrifier. Dog er der en væsenlig Fejltagelse, naar Forfatteren eller Forfatterinden antager ai have strevei om „Qvindens"" Stilling, der er endnu bestandig kun „Damen"", ten unge Dame, der har staaet ham eller hende for Oie, ligesom hos alle de andre Forfattere og Forfatterinder i denne interessante Strid. Derved er hele SagenS indbildte Storhed bleven meget ringe for Virkeligheden. Damernes Emancipation vil altid væsent« lig blive en ConvenientS-, en Modesag — Qvindens Emancipation derimod en integrerende Deel af den bele Civilisationsproces, som ikke kan afsondres og behandles for sig selv, men som nok vil finde sin Fremgang og Udvikling med denne. Derfor har ogsaa hele den Alvor og Hoitidclighed, hvormed det Clara Raphaclste"
CR002,Sjællands-Posten,Sjællands-Posten,1855-04-19,Ringsted,http://hdl.handle.net/109.3.1/uuid:7cc67c32-4a42-40b7-8be3-f3f9307e41b8,"""Clara Raphael"" AND (frihed OR emancipation) iso_date:[1850-01-01 TO 1855-12-31]",high,supportive,1,54.7,0.453,include,0.24418043852200227,core,1093,Clear article opening on women’s emancipation and Clara Raphael; suitable after light OCR cleaning.,"Qvindens Frigjørelse. Clara Raphael. I. Clara Raphael. Man har nu i saamange Aar talt og skrevet om Qvindens Frigjørelse, Emancipation, som man gjerne kalder den, at det nok endeligt maa være gaaet op for ikke saa Faa, at Qvinden lever i Ufrihed. Vi Nordboer prale jo rigtignok med patriotisk Velbehag af, at Qvinden her i Norden fra Arildstid har staaet i stor Anseelse, og vi pege hen mod Tyrkiet og mod Orienten for at vise, hvorledes Qvinderne der behandles kun som Legetøi og som Tilfredsstillelsesmidler for Mændenes Sandselighed. Og dog paastaae vi, at Qvinden her er ufri, dog paastaae vi, at saalænge hendes Ret er mindre end Mandens, saalænge man ikke tilstaaer hende de naturligste Rettigheder, begaaer man en stor Uret imod hende. Men Qvinden er ufri ikke alene i borgerlig Henseende, men ogsaa i aandelig; hun er mere end Manden blottet for Kundskaber, hun er mere uden Alvor, mere hildet i sin grændseløse Forfængelighed. For at løse dette Ufrihedens Baand var det, at Clara Raphael tog tilorde. Det var paa en Maade ingen uheldig Stund, i hvilken Clara Raphael hævede sin Røst. Folket var blevet vakt ved Krigen; vor unge Friheds frodige Udvikling og Ekkoet af de seirende Kanoner, som endnu lød for dets Øre, havde bragt nyt Liv i det og holdt det vedvarende i Aande. Men det var fra den anden Side betragtet en uheldig Stund at begynde Kampen for Qvindens Frigjørelse, fordi denne samme Kamp nylig havde været ført hiinsides Atlanterhavet og havde ledet til Resultater, der med Rette vakte Spot og Latter hele Europa rundt. Amerika, dette Land, som synes at skulle overgaae alle andre i store industrielle Fremskridt og i kolossale Naragtigheder, havde naturligvis ikke saasnart hørt tale om Qvindens Frigjørelse, førend Begejstringen for denne Tanke udartede til Latterlighed. Qvinderne klædte sig i korte Kjoler, Beenklæder, Vest, Halsbind, stive Flipper og Herrehat, de røgede deres Cigarer paa Gaderne og drak deres Porter paa Kaffeerne. Dermed troede man Sagen klaret. Aldrig saasnart fremstod da Clara Raphael her, førend det almindeligt lød, at hendes Hensigt kun var, at Damerne skulde gaae klædte lige som Mændene, og om den Ting lod der sig sige mange Ting, om hvilke de, der sagde dem, troede, at de vare overmaade morsomme. Hvad Clara Raphael fordrede, var vel en Skiften Dragt, men i aandelig Betydning; den Text, der laa til Grund for hendes Tale, var Ordene: „Aflægger Eder det gamle Menneske."" Det var til sine Medsøstre, hun henvendte sig. Hun viste dem, hvorledes de vare sunkne dybere og dybere i Forfængelighed, saa at de ikke saae, hvor haanligt man egentlig betragtede dem, hvor lidet man i Virkeligheden brød sig om dem, naar kun denne ulyksalige Forfængelighed blev smigret og atter smigret. Hun udmalte for dem, hvor mat, hvor indholdsløst og aandløst deres Liv som oftest var, hvor afhængige de vare af usle Former, hvis Aag de med Lethed kunde bryde, om de havde Villien dertil; hun fremhævede skarpt og strengt, hvor letfærdige deres religiøse Begreber vare, hvor stor deres Sorgløshed for det, som skulde komme, naar deres Grav engang var kastet til, og hun opfordrede dem, ja bad dem næsten bønligt, at de dog skulde søge Frelsen det eneste Sted, hvor den var at finde, hos Gud, for i en fast og inderlig Tro paa ham at finde Kraft til et Brud med alle de Taabeligheder og Usselheder, som nu havde dem under sit Herredømme. Hun talte sin Sag med Alvor og Begejstring, som den, „der havde Myndigheden"", men hun paaviste ogsaa uden Skaansel Qvindekjønnets Svaghed, Mangler og Feil; thi skulde der være Tale om, at det skulde helbrede sig selv ved Guds og sin egen Hjælp, saa maatte det jo først klart vide, hvor og hvad Sygdommen var. Der blev leet meget af Clara Raphael; Damerne loe, og Herrerne loe. Der følte sig Mange fornærmede af Clara Raphael; Damerne følte sig fornærmede, og Herrerne følte sig fornærmede, og da de Fleste blandt de Første og Mange blandt de Sidste slet ikke forstode hende, saa blev man enig om, at hendes Tale var noget Snak, og at man skulde gjøre Nar af hende. Hun vilde komme med Fordringer, hun vilde beskylde dem for Ugudelighed. Ugudelighed! og de havde Stol i Kirken, og de kunde 23 Psalmer udenad, som de havde lært, da de gik til Præsten, og ovenikjøbet et helt Dousin rimede Morgen- og Aftenbønner, en Arv fra Skoletiden. Hun vilde beskylde dem for, at de ikke tænkte over sig selv! Nu vel, saa tænkte de idetmindste paa sig selv, paa de Klæder, de skulde have paa, og paa den Lykke, de skulde gjøre i Selskaber. Saadanne Fordringer, som hun stillede, meente de fleste unge Damer, kunde naturligvis slet ikke fyldestgjøres, ellers var det jo ikke værd at leve. Skulde de ikke længere have Lov til at sætte deres største Glæde i elegante Kjoler, i Blomster, Broderier og Kniplinger, i at løbe omkring i Boutikerne og paa Gaden, beundres af Herrerne, i at staae den halve Formiddag foran Speilet for at øve sig i smægtende og mildt-straffende Øiekast og indstudere yndefulde Stillinger, i at komme i Selskaber og paa Baller, at kokettere med Øinene og med Fødderne ved at stikke dem frem under Kjolen, saa at de nye, smaae Atlaskesko ogsaa kunne blive seete, i at beundres af Balherrerne, have hver Tour besat og være tre Gange engageret af ham, „den Søde"", med det blege, melankolske Ansigt, med de sorte Lokker, det mørke mephistopheliske Blik og den ømme vemodige Stemme; o! skulde de give Slip paa alle disse Herligheder, disse „uskyldige Glæder"", skulde de vie deres Tanker til Andet end dem, saa var Livet jo slet ikke til at udholde. Herrerne sagde naturligvis, at deri havde Damerne ganske Ret; thi tænk det frygtelige Tilfælde, at Damerne engang bleve kjede af det sædvanlige Pjat, med hvilket de til Dagligbrug forhaanes, uden at de selv synes at bemærke det; hvad skulde der da blive af Ballernes mandlige Heroer, der saa ofte ere det personificerede Pjat. Forbundet kom altsaa istand: en Mængde Damer og en Mængde Herrer, i Spidsen Baldronningerne, theologiske Kandidater og dem, der vare „Noget paa et Kontor"". Altsaa: ned med hende! Dæng hende til! Spar ikke paa Smudset! Og nu aabnede den mandlige og kvindelige Angrebshær i sød Forening alle Dumhedens, Ondskabens, Bornerthedens og Raahedens Sluser for at lade det rigelige, smudsige Indhold strømme ud og besudle en ung, modig og ædel Pige. Denne Plan var lige saa taabelig som dem, der havde lagt den; thi selv om de kunde tilintetgjort hende, formaaede de saa at tilintetgjøre den evige Sandhed, hvis Talsmand hun var?","OvindenS Frigjorelfe. CClaru Naphacl — (CtaUraab Kpandct.)
I. Clara Raphael.
Man har nu i saamange Aar talt og sirevel om Ovinbens Frigjerelse — Emancipation, som man gjerne kalder dcn — at det nok endeligt maa vcrre gaaet op sor ikke saa Faa, at Qvinden lever i Usrihcd. Bi Norddoer prale so rigtignok med patriotisk Velbehag af, at Qvinden her i Norden sra ArildStid har staaet i stor Anseelse, og vi pege ben mod Tyrkiet og mod Orienten sor at vise, hvorledes Qvinderne der behandles kun som Legeioi og som TilsredSstillelsesmidler sor Mcrndenes Sandselighed. Og dog paastaae vi, at Qvinden her er usri, dog paastaae vi, at saa- lcenge hendes Ret er mindre end Mandens, saa- lcenge man ikke tilstaaer hende de naturligste Rettigheder, begaacr man en stor Uret imod hende. Men Qvinden er ufri ikke alene i borgerlig Hen- seende, men ogsaa i aandelig; hun er mere end Manden blottet for Kundskaber, hun er mere uden Alvor, mere hildet i sin groendselose For- scengelighcd. For at lose dette Ufrihedens Baand var det, at Clara Raphael tog tilorde. Det var paa en Maade ingen uheldig Stund, i hvilken Clara Raphael hcrvcde sin Rost. Folket var blevet vakt ved Krigen, vor unge Friheds frodige Udvikling og Ekkoet as de seirende Kanoner, som endnu lod sor dets Ore, havde bragt nyt Liv i det og holdt det vedvarende i Ilande; men det var sra den anden Side betragtet en uheldig Stund at begynde Kampen for Qvindens Fri- gjorelse, sordi denne samme Kamp nylig havde vceret sort hiinsideS Atlanterhavet og havde ledet til Resultater, der med Rette vakte Spot og Latter hele Europa rundt. Amerika, dette Land, som synes at skulle overgaae alle andre i store industrielle Fremskridt og i kolossale Naragtig- heder, bavde naturligviis ikke saasnart hort tale om Qvindens Frigsorelse, forend Begejstringen sor denne Tanke udartede til Latterlighed. Qvinderne klcedtc sig i korte Kjoler, Becnklceder, Best, Hals- bind, stive Flipper og Herrehat, de smogede deres Cigarer paa Gaderne og drak deres Porter paa Kasfeerne. Dermed troede man Sagen klaret. Aldrig saasnart fremstod da Clara Raphael her, forend det almindeligt lod, at hendes Hensigt kun var, at Damerne skulde gaae klocdte lige som
Mcrndene, og om den Ting lod der sig sige mange Ting, om hvilke de, der sagde dem, troede, at de vare overmande morsomme. Hvad Clara Rapbael jordrede, var vel en Skiften Dragt, men i aandelig Betydning; den Tert, der laa til Grund ivr bendes Tale, var Ordene : „Asjorcr Eder det 'gamle Menneske."" Det var til sine Mediostre, hun henvendte sig. Hun viste dem, hvorledes de vare sunkne dybere og dybere i For- soenzelizhed , saaat de ikke saae, hvor haanligt man egenligt betragtede dem, hvor lidet man i Virkeligheden brod sig om dem, naar kun denne ulyksalige Forsoengelizhed blev smigret og atter smigret. Hun udmalte sor dem , hvor mat, hvor indholdslost og aandlost deres Liv som oftest var, hvor ashcrngige de vare af usle Former, hvis Aag de med Lethed kunde bryde, om de havde Villien dertil; hun sremhcrvede starpt og strengt, hvor letfcrrdige deres religiose Begreber vare, hvor stor deres Sorgloshcd for det, som (kulde komme, naar deres Grav engang var kastet til, og hun opfordrede dem, ja bad dem ncrsten bonligt, at de dog (kulde soge Frelsen det eneste Sted, hvor den var at finde, hos Gud, for i en fast og inderlig Tro paa bam at finde Kraft til et Brud med alle de Taabelighcder og Usselheder, som nu havde dem under sit Herredomme. Hun talte sin Sag med Alvor og Begejstring, som den , „der havde Myndigheden"" , men hun paaviste ogsaa uden Skaansel Qvindeksonnets Svaghed, Mangler og Feil; thi skulde der vcere Tale om, at det skulde helbrede sig selv ved Guds og sin egen Hjcrlp, saa maattc det so forst klart vide, hvor og hvad Sygdommen var. Der blev leet meget as Clara Raphael; Damerne loe, og Herrerne loe. Der solte sig Mange svrncrrmede as Clara Rapbael ; Damerne solte sig sornerrmcdc, og Herrerne solte sig for- ncermedc, og da de Fleste blandt de Forste og Mange blandt de Sidste flet ikke forstode hende, saa blev man enig om, at hendes Tale var noget Snak, og at man flulde gsore Nar af hende. Hun vilde komme med Fordringer, hun vilde bcflylde dem for Ugudelighed! — Ugudelighed ! og de havde Stol i Kirken, og de kunde 23 Psalmer udenad, som de havde lcrrt, da de gik til Prcrstcn, og oveniksobct et heclt Dousin rimede Morgen- og Astenbonner, en Arv fra Skoletiden. Hun vilde beflylde dem sor, at de ikke tcenkte over sig selv! Nu vel — saa ternktc de idet- mindste paa sig selv, paa dcKlcrder, de flulde have paa, og paa den Lykke, de flulde gsore i
Selflaber. Saadanne Fordringer, som hun stil- lede, meente de fleste unge Damer, kunde natur- ligviis flet ikke syldestgjores , cllerS var det jo ikke vcrrd at leve. Skulde de ikke lcenger have Lov til at satte deres storstc Glade i elegante Kjoler, i Blomster, Broderier og Kniplinger, i at lobc omkring i Boutikerne og paa Gaden, beundres as Herrerne, i at staae den halve For- middag foran Spcilei sor at ove sig i smagtende og mildt-straffende Qiekast og indstudere yndefulde Stillinger, i at komme i Selflaber og paa Bal- ler, at kokettere med Oinene og med Fodderne ved at stikke dem frem under Kjolen, saaat de nye, smaae Atlaflesflo ogsaa kunne blive serte, i at beundres as Balherrerne, have hver Tour besat og verre tre Gange engageret as ham, „den Sode"", med det blege, mclankolfle Ansigt, med de sorte Lokker, det morke mephistvphelifle Blik og dcn omme vemodige Stemme — o! flulde de give flip paa alle disse Herligheder, disse „uflyl- dige Gloeder"", flulde de vie deres Tanker til An- det end dem — og de gave jo nok at ternke paa — saa var Livet jo flet ikke til at udholde. Her- rerne sagde naturligviis, at deri havde Damerne ganfle Ret; thi toenk det frygtelige Tilscrldc, at Damerne engang bleve kjede as det serdvanlize Pjat, med hvilket de til Dagligbrug sorhaanes, uden at de selv synes at bemoerke det — hvad flulde der da blive as Ballernes mandlige Heroer, der saa oste ere det personificerede Pjat. For- bundet kom altsaa istand: en Meengde Damer og en Meengde Herrer, i Spidsen Baldronnin- gerne, theologifle Kandidater og dem, der vare „Noget paa et Kontor"". Altsaa — ned med hende! Deeng hende til! Spar ikke paa Smud- set! Og nu aabncde den mandlige og kvindelige Angrebshcrr i sod Forening alle Dumhedens, Ondflabens, Bornerthedens og Raahedens Sluser sor at lade det rigelige, smudsige Indhold stromme ud og besudle en ung, modig og oedel Pige. Denne Plan var lige saa taabclig som dem, der havde lagt den; thi selv om de kunde tilintetgjort hende , sormaacde de saa at tilintet- gjore den evige Sandhed, hvis Talsmand hun var? — Maaflee dog hine Qvinder, der saa stcrrkt strede, og stride imod hende, med Tiden flulle erkjende, at hun vilde dem det godt. Der kommer engang ogsaa sor de blomstrende Bal- damer en alvorlig Stund, da det er, som om Lyset og Lusten vilde trerkke sig tilbage sra dem, da Doden alt begynder at lade Merlet falde sor den Syges Blik; i den Stund viser Livet sig"
CR003,Kongelig Allernaadigst Privilegerede,Viborg Stifts-Tidende,1851-05-31,Viborg,http://hdl.handle.net/109.3.1/uuid:669cacb9-b4a6-4f30-aafb-239ff373b0c9,"""Clara Raphael"" AND (frihed OR emancipation) iso_date:[1850-01-01 TO 1855-12-31]",high,ambivalent,1,50.5,0.495,include,0.30573710965867873,expanded,223,"Relevant passage identifiable, but starts mid-context; check against page image if used for Sentida. | Added from check_later; short satirical notice isolated; unrelated technical/news material removed.","Et Skridt til Realisationen af Qvindens Emancipation er gjort; Clara Raphael har seet den første Frugt af sine Bestræbelser modnes; Forløveren, J. L. Heiberg, fortryder ikke sine Anstrengelser; de af hendes Modstandere, der haanlig saae ned paa Idealistinden og dristig benægtede Muligheden af en blot tilnærmelsesviis praktisk Anvendelse af hendes Ideer, staae i Skammekrogen, og Forlæggerne af deres Piecers Mangfoldighed sælge dem i Pundeviis.

Der skee underlige Ting i Himmel og paa Jord; gamle Folk ryste betænkelig paa Hovedet, og Tydskerne faae nyt Stof til deres democratisk-journalistiske Paaduttelser mod Danmark. Hvad er der paafærde? spørger vist Læseren. Ikke Andet, end at en af vore allerhøieste Autoriteter officielt har proclameret Qvindens Emancipation, at Generalpostdirecteuren i disse Dage har ansat en ung Pige som Opsynsmand over Befordringsvæsenet i Nørre-Sundbye, her i vort gamle Jylland, og ubetinget foretrukket hende for en Deel af det mandlige Kjøn.

Der hersker desaarsag den frygteligste Gjæring her i Nørre-Sundbye, ja i hele Aalborg; man antager det kun for en Begyndelse til de forfærdeligste Omvæltninger i al god borgerlig Orden, og mange gode Kronjyder ere ikke langt fra at troe paa Antichristens nære Komme. Selv de Roligste ere forvirrede, fordi „man veed jo ikke, hvad man skal kalde hende: Opsynsmand eller Opsynspige”; nogle urolige Hoveder kalde hende Opsyns-Clara og raade hende til at gaae i Mandfolkedragt, „naar Vedkommende ikke ere tilstede”.","til Realisationen af OvindenS En>ancipaticn er gjort; Clara Raphael har sect den ferste Frugt af sine Bestræ- bclfcr modneS; Forloveren, I. L. Heiberg fortryder ikke sine Anstrengelser; de af hendeS Modstandere, der haan- ! lig saae ned paa Jdealistinden og dristig benegtede Mu- ligheden af en blot tilncrrmclscSniiS praetist Anvendelse af hendcS Ideer, staae i Skammekrogen, og Forlcrggcrne af dcreS PieeerS Mangfoldighed fælge dem i Pundeviis. Der flee underlige Ting i Himmel og paa Jord; gamle Folk ryste betænkelig paa Hovedet, og Tydstcrne faae nyt Stof til deres dcmoaratist journalistiske Paaduitelfer mod Danmark. Hvad er der paafærdcL fvorgcr vist Læseren. Ikke Andet, end at en af vore allerheieste Auctvritcter officielt have proclameret OvindenS Emancipation, at Ge- neralpostdirecicuren i disse Dage har ansat en ung Pige som Opsynsmand over BefordringSvæsenet > Norre-Sund- bne, her i vort gamle Jylland, og ubetinget foretrukket hende for endeel as dei mandlige Kjen. Ter herster deS- aarsag den frygteligste Gjæring her i Nerre-Sunrbyc, ja i hele Aalborg; man antager det kun for en Begvn- dckse til de forfærdeligste Omvecltningcr i al god borger- lig Orden, og mange gode Kronjyder ere ikke langt fra at troc paa AnlichristcnS nære Komme, at den Tid er nær, da Spaadrmmene ville opfyldes og Stortvrkcn vande sine Heste i Viborg So; selv de Roligste ere forvirrede, fordi „man veed jo ikke hvad man stal kalde hende: Op- synSm and eller Opfynep i g e"" ; nogle urolige Hoveder kalde hende OpsynS Clara og raade hende til at gaae i Mand- folkedragt, „naar Vedkommende ikke ere tilstede."" (Flp. > hiftkd. At den nærværende Dampskibsfart mellem England og Lumfjvrden vil i flere Retninger blive af Vigtighed for den vestlige Deel af Jylland, sporer man allerede nu, og at den selv > landveconvmist Henseende vil, med flere nye Opfindelser og Forbedringer, blive vel- gjorende, erfarer man vcd at betragte de nye Mastiner, der as Hr. Jernstobcr Ballin ere hjembragte fra London, nemlig: l) en Hakkclsemastine af en fortrinlig Construc- tirn, som skjærcr 60 Lpd. Hakkelse i Timen. 2) en Ploug paa Hjul af en ny Construction eg mecanifl Ind retning, hvoraf et Eremplar sceS i Jndustriudsttllingen i London. 3) en Ploug til at ploic Kartofler ep med, og som ploier tre Furer Kartofler op ad Gangen. 4 ) en Saamastine til RapS og Kleverfrec af en meget sindrig Construction. 5) tvende Kjernemastiner for mindre eg siorre Huushvldningcr. li) en Grytte- eller Knusema- stine til at knuse rller grytte Korn med til Fodring for Krcaturcr. Hr. Jernstobcr Ballin er isærd med at an- lægge en Mastincfabrik, hvor fornævnte cg flere Masti- ner kunne erholdes fvrfæ>digcde meget billig. (Thist. A.)"
